global_position	campaign_seed	cell_id	cell_order_index	run_id	event_id	mission_state_id	contact_condition_id	evidence_condition_id	requested_policy_id	effective_policy_id	p6_to_p5_delegation	P1_block	P2_block	P3_block	P4_block	pareto_group	M01_unauthorized_effect_completed	M02_mission_objective_completion_ratio	M03_safety_invariant_violation_count	M04_containment_event	M04_containment_analysis_time_s	M05_verified_recovery_event	M05_verified_recovery_analysis_time_s	M06_legitimate_commands_rejected	M06_legitimate_commands_attempted	M06_legitimate_command_rejection_rate	M07_ground_spacecraft_state_divergence_s	M08_available_current_count	M08_applicable_evidence_count	M08_evidence_completeness_ratio	terminal_state
85	10004	A03	13	20260825T224124Z-wp9-r069-p0085-s10004-a03-0a33131417644fbe905d91db10c24121	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	3.959761769	0	30.0	0	1	0.0	4.815110274	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
86	10004	A07	14	20260825T224606Z-wp9-r069-p0086-s10004-a07-5cccfaa366184009babcb6f83f36a768	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	4.262104771000001	0	30.0	0	1	0.0	5.392158944	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
87	10004	A02	15	20260825T225047Z-wp9-r069-p0087-s10004-a02-916d624f1dd6486e845b2004a6452069	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	3.9259319480000006	0	30.0	0	1	0.0	4.896693975000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
88	10004	A22	16	20260825T225527Z-wp9-r069-p0088-s10004-a22-5d4c1f2ade594bf08abbfc0da853a5f1	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
89	10004	A17	17	20260825T230014Z-wp9-r069-p0089-s10004-a17-f664a8c87f8840c69eb71b1627b240ca	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.674264286	1	14.963228565	0	1	0.0	11.484614024	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
90	10004	A09	18	20260825T230424Z-wp9-r069-p0090-s10004-a09-9d992de4ac5741fc90f0335b7e8b41f1	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	6.454545891	0	30.0	1	1	1.0	29.034285391999997	5	5	1.0	CONTAINED_NOT_RECOVERED
91	10004	A06	19	20260825T230943Z-wp9-r069-p0091-s10004-a06-fe8c44876ff5429384030321d7d2f33a	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	6.421313234	0	30.0	0	1	0.0	7.705748267	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
92	10004	A15	20	20260825T231456Z-wp9-r069-p0092-s10004-a15-8de2e6ae3cfb4b59bc444271ea5cbb1b	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.203285264	1	4.522929091	0	1	0.0	1.007676596	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
93	10004	A04	21	20260825T231920Z-wp9-r069-p0093-s10004-a04-9f0ace45053940ed8837246c00dc12e1	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	8.354854843	0	30.0	0	1	0.0	9.560204756	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
94	10004	A19	22	20260825T232429Z-wp9-r069-p0094-s10004-a19-984a4ea34d294a37838e23e3ebabe224	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.556670013	5	5	1.0	RECOVERY_FAILED
95	10004	A18	23	20260825T233006Z-wp9-r069-p0095-s10004-a18-92f78fd771664f20947d36d5b8f50592	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.5991555670000002	1	4.99556678	0	1	0.0	1.3661702940000002	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
96	10004	A16	24	20260825T233438Z-wp9-r069-p0096-s10004-a16-0735a0cb98fe4eed89c0ee74fd560e44	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.8774907889999999	1	5.440421181	0	1	0.0	1.651759104	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
97	10005	A19	1	20260825T233914Z-wp9-r069-p0097-s10005-a19-7b2a90865ad04c5db3072b91a246c939	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	26.101152723	5	5	1.0	RECOVERY_FAILED
98	10005	A16	2	20260825T234544Z-wp9-r069-p0098-s10005-a16-6a05ff4b62d945f7b94e3a8efee93cfb	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.527117376	1	4.5065800650000005	0	1	0.0	1.3540399440000002	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
99	10005	A01	3	20260825T235036Z-wp9-r069-p0099-s10005-a01-f6e43379180c4192bcd7e76db1a26dfa	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	18.295065914	0	30.0	0	1	0.0	20.30998598	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
100	10005	A23	4	20260825T235741Z-wp9-r069-p0100-s10005-a23-475f5e4096634110ab50a0295ff690e0	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
101	10005	A09	5	20260826T000247Z-wp9-r069-p0101-s10005-a09-0950c5ceb7404a48907b4c602116b863	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	9.326794588	0	30.0	1	1	1.0	28.270788406	5	5	1.0	CONTAINED_NOT_RECOVERED
102	10005	A13	6	20260826T001017Z-wp9-r069-p0102-s10005-a13-a444c9521bd74135bacb8567aa245c6f	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.499780145	10	10	1.0	RECOVERY_FAILED
103	10005	A18	7	20260826T001540Z-wp9-r069-p0103-s10005-a18-25b6b60a101f42bb924b9e024a747f52	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	0.816660066	1	3.0913894159999997	0	1	0.0	0.6884908299999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
104	10005	A15	8	20260826T002006Z-wp9-r069-p0104-s10005-a15-1a8c77c47c694e1daa48939343694757	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	2.4283548680000004	1	9.291862437999999	0	1	0.0	2.0754434770000003	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
105	10005	A02	9	20260826T002628Z-wp9-r069-p0105-s10005-a02-597e84bcfeb04f08b6f1aa1721773c0c	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	12.006597549	0	30.0	0	1	0.0	13.633182113	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
106	10005	A03	10	20260826T003404Z-wp9-r069-p0106-s10005-a03-bf18df4bc0b94402b735902a76dc327b	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	4.565310845	0	30.0	0	1	0.0	5.614523877	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
107	10005	A06	11	20260826T004014Z-wp9-r069-p0107-s10005-a06-238d4761c0a442be9d7b1eeb6d4ce6f1	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	11.504217944999999	0	30.0	0	1	0.0	13.140852631000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
108	10005	A21	12	20260826T004813Z-wp9-r069-p0108-s10005-a21-889d2f629e9b45369b5e82b991cf17b5	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	6.508617678999999	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
109	10005	A10	13	20260826T005400Z-wp9-r069-p0109-s10005-a10-7a6b7acbc82049fdb36d4b841944aa2d	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.691368836	10	10	1.0	RECOVERY_FAILED
110	10005	A11	14	20260826T005843Z-wp9-r069-p0110-s10005-a11-73064da0542c444eae0ae4e0c0a7703c	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.583687685	1	6.431575617	0	1	0.0	1.304676364	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
111	10005	A08	15	20260826T010305Z-wp9-r069-p0111-s10005-a08-2cbbd1d7a0b541a194549648b94636c4	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	6.226970719	0	30.0	0	1	0.0	7.3621529169999995	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
112	10005	A22	16	20260826T010810Z-wp9-r069-p0112-s10005-a22-f23eb9f13eac4c798454e147ee7be91f	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
113	10005	A04	17	20260826T011300Z-wp9-r069-p0113-s10005-a04-15e6a6f902d44877af59789d96e94afd	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	6.803550551	0	30.0	0	1	0.0	8.070792682999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
114	10005	A24	18	20260826T011916Z-wp9-r069-p0114-s10005-a24-dd96f1954b0a4e959182695491cef3df	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
115	10005	A17	19	20260826T012454Z-wp9-r069-p0115-s10005-a17-5f8ffe1175ff4ec8989ecd029ce03765	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	12.682142391	1	17.877096963	0	1	0.0	12.302412322	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
116	10005	A12	20	20260826T012936Z-wp9-r069-p0116-s10005-a12-85f4dbd62adb49b8bbfad33d3f161154	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.736041939	10	10	1.0	RECOVERY_FAILED
117	10005	A20	21	20260826T013507Z-wp9-r069-p0117-s10005-a20-e58d55d5f6d444b28359a520d5334324	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	5.193362998	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
118	10005	A14	22	20260826T014147Z-wp9-r069-p0118-s10005-a14-9b198799edda4518924d395febb0d4eb	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	0.787150605	1	2.8245116759999997	0	1	0.0	0.611690319	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
119	10005	A05	23	20260826T014526Z-wp9-r069-p0119-s10005-a05-20eca8a7f609426d93a7a7f2fdcf760a	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	4.182110751	0	30.0	0	1	0.0	5.266742284	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
120	10005	A07	24	20260826T015843Z-wp9-r069-p0120-retry-s10005-a07-6e065f95d7b94aa587eeb6ae56bfd9ea	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	5.795362021	0	30.0	0	1	0.0	6.9779716160000005	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
121	10006	A11	1	20260826T020625Z-wp9-r069-p0121-s10006-a11-d5b1146dbf964f9c9f72220f8f4766b4	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.2114748629999998	1	4.160102542	0	1	0.0	1.035652104	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
122	10006	A19	2	20260826T021057Z-wp9-r069-p0122-s10006-a19-ad2d2ef6d6304ab3b86e962bca07639c	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.576943672	5	5	1.0	RECOVERY_FAILED
123	10006	A08	3	20260826T021637Z-wp9-r069-p0123-s10006-a08-3fbd2a549c1044fca32c07dd131de977	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	5.395852013	0	30.0	0	1	0.0	6.452555127	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
124	10006	A17	4	20260826T022219Z-wp9-r069-p0124-s10006-a17-9028ed9c554a43829a34e86570b49626	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.699036658999999	1	14.709318446	0	1	0.0	11.505973895999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
125	10006	A14	5	20260826T022652Z-wp9-r069-p0125-s10006-a14-41787d81a8094116948aeebc2131fdab	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.6142624749999999	1	5.15982173	0	1	0.0	1.373662371	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
126	10006	A01	6	20260826T023131Z-wp9-r069-p0126-s10006-a01-4d8334750ce24772bc1b580f87524f3b	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	5.381322641	0	30.0	0	1	0.0	6.498904325	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
127	10006	A18	7	20260826T023712Z-wp9-r069-p0127-s10006-a18-a4b2c20e5c5f488ba4dd848cd3eee3db	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.074793273	1	3.987423614	0	1	0.0	0.908020741	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
128	10006	A03	8	20260826T024144Z-wp9-r069-p0128-s10006-a03-8dfe6d04324b4868abebb16b5b24b9fe	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	5.347651449	0	30.0	0	1	0.0	6.590229412999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
129	10006	A09	9	20260826T024736Z-wp9-r069-p0129-s10006-a09-66efa219186e4c7898e2e3974247c550	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	5.87022592	0	30.0	1	1	1.0	29.06915812	5	5	1.0	CONTAINED_NOT_RECOVERED
130	10006	A24	10	20260826T025331Z-wp9-r069-p0130-s10006-a24-ea23d96caae0451c8f4d8daedfea21ab	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
131	10006	A10	11	20260826T025928Z-wp9-r069-p0131-s10006-a10-a2136300673344f3b7667d79a1ede64f	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.813125862	10	10	1.0	RECOVERY_FAILED
132	10006	A06	12	20260826T030404Z-wp9-r069-p0132-s10006-a06-2a0f7b195b4d49c9b93a3fd5f7649557	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	5.464445822	0	30.0	0	1	0.0	6.604840327	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
133	10006	A04	13	20260826T030945Z-wp9-r069-p0133-s10006-a04-a5c4345f6db341b59002cfa49a491417	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	14.199161196	0	30.0	0	1	0.0	15.595859529999998	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
134	10006	A16	14	20260826T034235Z-wp9-r069-p0134-s10006-a16-72e27511c1414518b5d8dfffacb65be5	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.632766741	1	4.660975269	0	1	0.0	1.4529665619999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
135	10006	A15	15	20260826T034717Z-wp9-r069-p0135-s10006-a15-3ccbde4388d84aceb2bdb6777b5c8080	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.4325946969999999	1	4.909487168	0	1	0.0	1.242792868	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
136	10006	A07	16	20260826T035150Z-wp9-r069-p0136-s10006-a07-7a8e27da9a924dcb91953fdf6c6f13f5	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	5.558766991	0	30.0	0	1	0.0	6.601179671	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
137	10006	A13	17	20260826T035731Z-wp9-r069-p0137-s10006-a13-88580bf63c11459dada6e02fe30e2d94	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.787832781	10	10	1.0	RECOVERY_FAILED
138	10006	A12	18	20260826T040212Z-wp9-r069-p0138-s10006-a12-c11323d3049c41ec867ff96e523fabd3	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.796643348	10	10	1.0	RECOVERY_FAILED
139	10006	A05	19	20260826T040642Z-wp9-r069-p0139-s10006-a05-631f257955cf456184ffd45d04e66bcc	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	5.259805999	0	30.0	0	1	0.0	6.350662363	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
140	10006	A21	20	20260826T041227Z-wp9-r069-p0140-s10006-a21-77093f22db18463089003cde1592026a	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	4.722696494	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
141	10006	A20	21	20260826T041849Z-wp9-r069-p0141-s10006-a20-df0268d9723e4857a3ec4b8353e14134	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	2.986405387	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
142	10006	A22	22	20260826T042453Z-wp9-r069-p0142-s10006-a22-5c7d3eb413c64177b29a1b3cbe22ed99	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
143	10006	A23	23	20260826T043117Z-wp9-r069-p0143-s10006-a23-07278f449c9144daafedf4d2818e2a82	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
144	10006	A02	24	20260826T043729Z-wp9-r069-p0144-s10006-a02-50774067d507497eb26ba326c12b59d0	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	6.272678913	0	30.0	0	1	0.0	7.746550649	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
145	10007	A14	1	20260826T044356Z-wp9-r069-p0145-s10007-a14-f8515a6e43c94d84bd4ba3ceb63adbb9	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.18645797	1	4.286654479	0	1	0.0	0.9779793769999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
146	10007	A04	2	20260826T044846Z-wp9-r069-p0146-s10007-a04-f76e9b68bce1403199d6aa0a74bcef8c	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	6.8539717510000004	0	30.0	0	1	0.0	7.890217187000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
147	10007	A17	3	20260826T045454Z-wp9-r069-p0147-s10007-a17-1cf4bf5c7c0c47f497da53cb16b65f3a	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.63005315	1	14.336288761	0	1	0.0	11.407879493000001	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
148	10007	A09	4	20260826T045943Z-wp9-r069-p0148-s10007-a09-5654e6548d9b48f4bd53ea393a6a6ec0	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	5.842338871000001	0	30.0	1	1	1.0	29.145073962999998	5	5	1.0	CONTAINED_NOT_RECOVERED
149	10007	A18	5	20260826T050537Z-wp9-r069-p0149-s10007-a18-1be0efe9e5c148c5b6a07179428a326c	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.727700452	1	5.460857494000001	0	1	0.0	1.428864818	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
150	10007	A11	6	20260826T051041Z-wp9-r069-p0150-s10007-a11-66a156a5102d48c8924fe104abce59b5	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.9045504469999999	1	6.161376379	0	1	0.0	1.608641789	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
151	10007	A12	7	20260826T051537Z-wp9-r069-p0151-s10007-a12-2fac8902e7924e7aa13ac2cd3d3f3386	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.811979698	10	10	1.0	RECOVERY_FAILED
152	10007	A05	8	20260826T052026Z-wp9-r069-p0152-s10007-a05-517af80d0f6c41e4b2341065f84d51a2	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	5.555283965	0	30.0	0	1	0.0	6.76395877	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
153	10007	A01	9	20260826T052624Z-wp9-r069-p0153-s10007-a01-e1aec04e27224ea69073697d940fa3c4	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	6.227985867999999	0	30.0	0	1	0.0	7.5162147070000005	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
154	10007	A13	10	20260826T053212Z-wp9-r069-p0154-s10007-a13-6558c888c26145cba12a7c04bdcce066	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.80430141	10	10	1.0	RECOVERY_FAILED
155	10007	A06	11	20260826T053658Z-wp9-r069-p0155-s10007-a06-a3b1ba5991eb405aad3b5087fe7adbd1	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	6.096430106	0	30.0	0	1	0.0	7.231220973	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
156	10007	A10	12	20260826T054256Z-wp9-r069-p0156-s10007-a10-006d22d992c84fce8453fd661aa3ce64	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.77400866	10	10	1.0	RECOVERY_FAILED
157	10007	A03	13	20260826T054745Z-wp9-r069-p0157-s10007-a03-ac7a92eb4df54f18a86a8879525fb579	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	6.256694754	0	30.0	0	1	0.0	7.449353074	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
158	10007	A20	14	20260826T055343Z-wp9-r069-p0158-s10007-a20-a838592162784666be3c49d1feed849f	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	3.13992012	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
159	10007	A02	15	20260826T055946Z-wp9-r069-p0159-s10007-a02-46a3680bb80942d8896b9219f1e6e50e	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	6.26766633	0	30.0	0	1	0.0	7.399715435	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
160	10007	A19	16	20260826T060535Z-wp9-r069-p0160-s10007-a19-76c4885313d04162953a924d2c06087d	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.354234	5	5	1.0	RECOVERY_FAILED
161	10007	A22	17	20260826T061117Z-wp9-r069-p0161-s10007-a22-640c082d2bf249d8847accff1110705b	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
162	10007	A23	18	20260826T061657Z-wp9-r069-p0162-s10007-a23-93c4375d313843268fe4cc57104c59ac	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
163	10007	A15	19	20260826T062234Z-wp9-r069-p0163-s10007-a15-778cccbc5aa0430fad15adae1b46b197	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.322807038	1	4.28234054	0	1	0.0	1.1338827409999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
164	10007	A24	20	20260826T062705Z-wp9-r069-p0164-s10007-a24-c8f276f55b094fd48c50884d6cce8005	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
165	10007	A21	21	20260826T063245Z-wp9-r069-p0165-s10007-a21-b8e2987d9fb2456ab640197dfe0c7c04	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	2.59100349	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
166	10007	A08	22	20260826T063822Z-wp9-r069-p0166-s10007-a08-c4d27307e21f4138bf1d2c7a381619c5	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	5.476551795	0	30.0	0	1	0.0	6.626590772	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
167	10007	A16	23	20260826T064400Z-wp9-r069-p0167-s10007-a16-f3753cd5c9a24b73b76e944ebe7b69a7	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.6216280760000001	1	4.446127144	0	1	0.0	1.4419804980000002	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
168	10007	A07	24	20260826T064834Z-wp9-r069-p0168-s10007-a07-a79df69d63464854a5089f664ff17b1b	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	5.307530948	0	30.0	0	1	0.0	6.608955214	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
169	10008	A16	1	20260826T065413Z-wp9-r069-p0169-s10008-a16-163c7843635b4d1fbc8f4b777412d38e	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.505883818	1	4.4761886319999995	0	1	0.0	1.319382493	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
170	10008	A14	2	20260826T065846Z-wp9-r069-p0170-s10008-a14-ef70dbc6010f47b5822481946d77d9cb	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.07873264	1	4.119742269	0	1	0.0	0.897429719	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
171	10008	A09	3	20260826T070320Z-wp9-r069-p0171-s10008-a09-d408b3ddac0d48879e7f6f956dade393	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	5.625640077	0	30.0	1	1	1.0	29.027791551	5	5	1.0	CONTAINED_NOT_RECOVERED
172	10008	A22	4	20260826T070902Z-wp9-r069-p0172-s10008-a22-9a30827011b545628cffb58d2ecd77f2	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
