global_position	campaign_seed	cell_id	cell_order_index	run_id	event_id	mission_state_id	contact_condition_id	evidence_condition_id	requested_policy_id	effective_policy_id	p6_to_p5_delegation	P1_block	P2_block	P3_block	P4_block	pareto_group	M01_unauthorized_effect_completed	M02_mission_objective_completion_ratio	M03_safety_invariant_violation_count	M04_containment_event	M04_containment_analysis_time_s	M05_verified_recovery_event	M05_verified_recovery_analysis_time_s	M06_legitimate_commands_rejected	M06_legitimate_commands_attempted	M06_legitimate_command_rejection_rate	M07_ground_spacecraft_state_divergence_s	M08_available_current_count	M08_applicable_evidence_count	M08_evidence_completeness_ratio	terminal_state
173	10008	A11	5	20260826T071446Z-wp9-r069-p0173-s10008-a11-6f441ba1175f4cc0b22eca94b383cf5e	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	1.190366162	1	4.061006452	0	1	0.0	0.9988364209999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
174	10008	A12	6	20260826T071925Z-wp9-r069-p0174-s10008-a12-635f73c8a3c14f68aec6e3f16fc17b8e	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.796755193	10	10	1.0	RECOVERY_FAILED
175	10008	A10	7	20260826T072401Z-wp9-r069-p0175-s10008-a10-19f60b868c6445d797ce2ad6b74094f2	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.823572877	10	10	1.0	RECOVERY_FAILED
176	10008	A17	8	20260826T072837Z-wp9-r069-p0176-s10008-a17-e5b324993d0a493e844fcea09400a855	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.706941339	1	14.704286687	0	1	0.0	11.531350156	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
177	10008	A13	9	20260826T073311Z-wp9-r069-p0177-s10008-a13-59ce91c27a91416e8acd2cae7e8f0ec2	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.818939455	10	10	1.0	RECOVERY_FAILED
178	10008	A01	10	20260826T073745Z-wp9-r069-p0178-s10008-a01-5e50502e296d49bb9d67dadf70e00b80	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	5.399536751	0	30.0	0	1	0.0	6.6004913290000005	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
179	10008	A04	11	20260826T074323Z-wp9-r069-p0179-s10008-a04-763a47fda33640a480e9035a92e0a856	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	5.277727457	0	30.0	0	1	0.0	6.34761826	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
180	10008	A02	12	20260826T074903Z-wp9-r069-p0180-s10008-a02-abc86c8680fc42ab9ba34e65638dd24a	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	5.282396788	0	30.0	0	1	0.0	6.461012317	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
181	10008	A05	13	20260826T075445Z-wp9-r069-p0181-s10008-a05-9725529a96b84b01aff52ee9409bf41c	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	5.337907729	0	30.0	0	1	0.0	6.49614007	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
182	10008	A18	14	20260826T080025Z-wp9-r069-p0182-s10008-a18-bf239364847542ae8f6eac828a9b08e0	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	1.1862094460000001	1	4.0578941429999995	0	1	0.0	1.004741383	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
183	10008	A24	15	20260826T080500Z-wp9-r069-p0183-s10008-a24-dede65163ad940819153efb01409d440	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
184	10008	A06	16	20260826T131803Z-wp9-r069-p0184-s10008-a06-8f315d350a1c4057a91126c4a0c5be6d	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	5.627650795	0	30.0	0	1	0.0	6.890724415999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
185	10008	A08	17	20260826T132352Z-wp9-r069-p0185-s10008-a08-734a6bed98c541058c34015b1a7591e9	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	5.624630546	0	30.0	0	1	0.0	6.742240322	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
186	10008	A03	18	20260826T132944Z-wp9-r069-p0186-s10008-a03-26835e3d4d584f57972e613a7567ae3d	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	5.281060616	0	30.0	0	1	0.0	6.395582991	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
187	10008	A20	19	20260826T133526Z-wp9-r069-p0187-s10008-a20-fe0522152fc34b01bf6cf234c8ca87a6	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	2.7993162309999997	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
188	10008	A19	20	20260826T134057Z-wp9-r069-p0188-s10008-a19-d6de33b6f5414d329458626a38e6f426	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.818900029	5	5	1.0	RECOVERY_FAILED
189	10008	A23	21	20260826T134552Z-wp9-r069-p0189-s10008-a23-90f2ac735f954886b158830b679e97b5	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
190	10008	A07	22	20260826T135025Z-wp9-r069-p0190-s10008-a07-4c175978480c46bfbf9764539a58b08c	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	3.92463318	0	30.0	0	1	0.0	4.910480542	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
191	10008	A15	23	20260826T135502Z-wp9-r069-p0191-s10008-a15-6265e54a02954a3cb7038f6fe6fdc53b	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	1.122923388	1	3.3967345790000003	0	1	0.0	0.918496064	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
192	10008	A21	24	20260826T135848Z-wp9-r069-p0192-s10008-a21-ab44cb5d80bc4413b809483469e99938	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	2.277119341	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
193	10009	A16	1	20260826T140347Z-wp9-r069-p0193-s10009-a16-537246645fba4b159cf7c726b58baa13	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.156215566	1	3.59625764	0	1	0.0	1.031830109	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
194	10009	A04	2	20260826T140747Z-wp9-r069-p0194-s10009-a04-fcd7b1a47ef5455daee0b1bbd6bb4714	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	4.490362416	0	30.0	0	1	0.0	5.79422867	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
195	10009	A18	3	20260826T141249Z-wp9-r069-p0195-s10009-a18-fd0047045a2843569adaddcbeb18524e	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	0.951530555	1	3.560418021	0	1	0.0	0.7859666479999999	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
196	10009	A06	4	20260826T141646Z-wp9-r069-p0196-s10009-a06-9a68e7c9f4b1400c9cb6e05b7952ac10	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	4.548179038	0	30.0	0	1	0.0	5.6928298879999994	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
197	10009	A09	5	20260826T142125Z-wp9-r069-p0197-s10009-a09-3e0af1ca72e9434b974cbcb46943f8b0	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	3.935921029	0	30.0	1	1	1.0	29.398542104	5	5	1.0	CONTAINED_NOT_RECOVERED
198	10009	A03	6	20260826T142601Z-wp9-r069-p0198-s10009-a03-120d2680274e49c6b351ce2d0df91f18	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	3.9437645619999997	0	30.0	0	1	0.0	4.872197041	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
199	10009	A20	7	20260826T143041Z-wp9-r069-p0199-s10009-a20-863df303bbc841eab78f10dd615f98b1	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	1.932459337	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
200	10009	A19	8	20260826T143535Z-wp9-r069-p0200-s10009-a19-a01e2dc7131446d5945978adb9286f9c	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	28.267613175999998	5	5	1.0	RECOVERY_FAILED
201	10009	A10	9	20260826T144018Z-wp9-r069-p0201-s10009-a10-eb183bd1e29145b1b4be59e5ef541248	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.86457042	10	10	1.0	RECOVERY_FAILED
202	10009	A02	10	20260826T144410Z-wp9-r069-p0202-s10009-a02-cf64d440dad84d26872a54a40e3a9927	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	4.216850979999999	0	30.0	0	1	0.0	5.094986090999999	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
203	10009	A17	11	20260826T144855Z-wp9-r069-p0203-s10009-a17-0c95657706e843f6b080aac0b940b49c	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.121712428	1	13.10226433	0	1	0.0	10.988221756	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
204	10009	A14	12	20260826T145234Z-wp9-r069-p0204-s10009-a14-699e848bdb804210bd24e2ccdb2abf48	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	0.81517481	1	2.8767383719999997	0	1	0.0	0.69338538	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
205	10009	A11	13	20260826T145611Z-wp9-r069-p0205-s10009-a11-452ed5cf6fa247dc9391c9a58033eb0f	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	0.8374687080000001	1	2.773745764	0	1	0.0	0.704774933	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
206	10009	A24	14	20260826T145950Z-wp9-r069-p0206-s10009-a24-d21d99d1de1a4cb9902bb689348c4537	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
207	10009	A07	15	20260826T150433Z-wp9-r069-p0207-s10009-a07-69f49603ad3e49e3a2a78ff4e9f60f8f	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	4.017698958	0	30.0	0	1	0.0	4.979191891	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
208	10009	A15	16	20260826T150926Z-wp9-r069-p0208-s10009-a15-82886fdc9d0d428387d97cf139ac8bb1	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	0.8772044029999999	1	3.255900493	0	1	0.0	0.741927135	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
209	10009	A13	17	20260826T151320Z-wp9-r069-p0209-s10009-a13-4adb3c4c60024f70aec503926b3ca02a	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.882061227	10	10	1.0	RECOVERY_FAILED
210	10009	A01	18	20260826T151721Z-wp9-r069-p0210-s10009-a01-adbed5b9f25d4c7690eba5ea7f3447b9	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	3.84658043	0	30.0	0	1	0.0	4.683151625	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
211	10009	A21	19	20260826T152153Z-wp9-r069-p0211-s10009-a21-2cc5b6c3e10b4cffb329f3858150f4d7	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	1.7069633819999999	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
212	10009	A05	20	20260826T152629Z-wp9-r069-p0212-s10009-a05-d9073ae2555440a293f1bc92c75191e2	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	4.1892869379999995	0	30.0	0	1	0.0	5.1993438649999995	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
213	10009	A08	21	20260826T153110Z-wp9-r069-p0213-s10009-a08-8749a43b426448ac8dc58147edbdc93e	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	4.240247757	0	30.0	0	1	0.0	5.763016727	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
214	10009	A12	22	20260826T153546Z-wp9-r069-p0214-s10009-a12-72af5889bc504442aab857964150c872	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.860578126	10	10	1.0	RECOVERY_FAILED
215	10009	A22	23	20260826T153943Z-wp9-r069-p0215-s10009-a22-d8e9698ace364b39bd65df7908148ba2	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
216	10009	A23	24	20260826T154443Z-wp9-r069-p0216-s10009-a23-8750c2ecaa884815911d3389432e65ce	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
217	10010	A17	1	20260826T154941Z-wp9-r069-p0217-s10010-a17-538657c6f8e849adb7349b853d63d09f	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.091980974	1	13.205229255	0	1	0.0	10.95221074	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
218	10010	A09	2	20260826T155341Z-wp9-r069-p0218-s10010-a09-7aa52fc4cbe040f59ac0797575b389f1	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	4.314909675	0	30.0	1	1	1.0	29.353775058	5	5	1.0	CONTAINED_NOT_RECOVERED
219	10010	A03	3	20260826T155825Z-wp9-r069-p0219-s10010-a03-a7907898c6e84b41a7b0e7bd24bfcdcd	E1	M2	C0	T0	P1	P1	false	true	false	false	false	G02	true	0.5	0	1	3.897590869	0	30.0	0	1	0.0	4.907366421	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
220	10010	A02	4	20260826T160323Z-wp9-r069-p0220-s10010-a02-63fcc8b579a6431b80b2d1f22b860e50	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	4.297661702	0	30.0	0	1	0.0	5.463818009	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
221	10010	A13	5	20260826T160823Z-wp9-r069-p0221-s10010-a13-cc2a3fa051d14b2990e6df16cb7bac86	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.870199464	10	10	1.0	RECOVERY_FAILED
222	10010	A20	6	20260826T161225Z-wp9-r069-p0222-s10010-a20-988afe635ce54bc482bbd361e43cf6e2	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	1.809044524	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
223	10010	A22	7	20260826T161722Z-wp9-r069-p0223-s10010-a22-27058a67ad114f0180922b023905d95d	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
224	10010	A12	8	20260826T162219Z-wp9-r069-p0224-s10010-a12-fbc7cf4a45914fdc9b619112388a1a3b	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.865301084000002	10	10	1.0	RECOVERY_FAILED
225	10010	A08	9	20260826T162610Z-wp9-r069-p0225-s10010-a08-1a59676360bb4bdfacf1627e413c910e	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	4.436674582	0	30.0	0	1	0.0	5.510690617000001	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
226	10010	A05	10	20260826T163057Z-wp9-r069-p0226-s10010-a05-e85ff6df2bcc47c89d74a870d03f3da8	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	3.9976910249999995	0	30.0	0	1	0.0	5.181737558	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
227	10010	A11	11	20260826T163531Z-wp9-r069-p0227-s10010-a11-3a3a58e325be43179483121f6aa8ca1b	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	0.768888485	1	2.812041446	0	1	0.0	0.642528927	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
228	10010	A16	12	20260826T163910Z-wp9-r069-p0228-s10010-a16-58d9393d3bb14d4ca5c9cf5e43747ce1	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.131880443	1	3.404041166	0	1	0.0	0.988849968	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
229	10010	A04	13	20260826T164303Z-wp9-r069-p0229-s10010-a04-ae4f97928b07497fa1f0cb835970b07c	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	4.395557739	0	30.0	0	1	0.0	5.578526645	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
230	10010	A07	14	20260826T164759Z-wp9-r069-p0230-s10010-a07-447f2065556a400ea3a78e359289f3eb	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	4.378246374	0	30.0	0	1	0.0	5.372228685	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
231	10010	A14	15	20260826T165255Z-wp9-r069-p0231-s10010-a14-0605c9d32e9143df92d38135f166cfb5	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	0.8321769090000001	1	4.048429972999999	0	1	0.0	0.705814433	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
232	10010	A06	16	20260826T165654Z-wp9-r069-p0232-s10010-a06-58cfa75f5cc24262ba9c70ee139e697a	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	4.489230557	0	30.0	0	1	0.0	5.7904689970000005	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
233	10010	A01	17	20260826T170200Z-wp9-r069-p0233-s10010-a01-e08ee0022af44d28baa7a891673c60ea	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	4.705204317	0	30.0	0	1	0.0	5.550216988	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
234	10010	A15	18	20260826T171752Z-wp9-r069-p0234-s10010-a15-1611a7ecbad548a99afa7feca5fcb1d5	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	0.9141770570000001	1	3.218174857	0	1	0.0	0.757531784	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
235	10010	A21	19	20260826T172142Z-wp9-r069-p0235-s10010-a21-8d045c7795494bbf8eb9b6707c63630e	E2	M0	C0	T0	P7	P1	false	false	false	false	false	G08	false	1.0	0	1	2.121630909	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
236	10010	A24	20	20260826T172634Z-wp9-r069-p0236-s10010-a24-15886f8dc0e949bdb6edf18afa47fcda	E4	M2	C0	T0	P7	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
237	10010	A23	21	20260826T173119Z-wp9-r069-p0237-s10010-a23-079ffe2e260d4ceca131332c29bdf06c	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
238	10010	A18	22	20260826T173557Z-wp9-r069-p0238-s10010-a18-1b040331438347bbb861ab17168aaed8	E3	M4	C1	T0	P7	P5	false	false	true	false	false	G07	true	1.0	0	1	0.8343623680000001	1	2.8548448709999996	0	1	0.0	0.695695829	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
239	10010	A10	23	20260826T174005Z-wp9-r069-p0239-s10010-a10-d1333ef63a0f4d35a678408d855fc2f9	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.877502935000003	10	10	1.0	RECOVERY_FAILED
240	10010	A19	24	20260826T174411Z-wp9-r069-p0240-s10010-a19-3610a1ca525846ee94fc0453e6fa2a9d	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	28.198234906	5	5	1.0	RECOVERY_FAILED
241	10011	A22	1	20260826T174913Z-wp9-r069-p0241-s10011-a22-c70d9b1d0ce44031a934f126bdd09fda	E4	M2	C0	T0	P0	P0	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	0	1	0.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
242	10011	A04	2	20260826T175417Z-wp9-r069-p0242-s10011-a04-e51d3660a21f483b84495b5315b31549	E1	M2	C0	T0	P7	P2	false	true	false	false	true	G02	true	0.5	0	1	5.127324279000001	0	30.0	0	1	0.0	6.2648062	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
243	10011	A14	3	20260826T175931Z-wp9-r069-p0243-s10011-a14-cfd674a82f1f42039bb2e93553406928	E3	M4	C0	T0	P5	P5	false	false	false	true	false	G05	true	1.0	0	1	1.580600473	1	3.752127254	0	1	0.0	1.300016836	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
244	10011	A11	4	20260826T180318Z-wp9-r069-p0244-s10011-a11-944ab01c021f43b0bca738b716b91bc1	E3	M4	C0	T0	P7	P5	false	false	true	true	true	G05	true	1.0	0	1	0.781086636	1	2.739985177	0	1	0.0	0.660985908	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
245	10011	A01	5	20260826T180713Z-wp9-r069-p0245-s10011-a01-96e8a1df2a7040d8aca5cdab458a2ab5	E1	M0	C0	T0	P1	P1	false	true	false	false	false	G01	true	0.5	0	1	4.282835491999999	0	30.0	0	1	0.0	5.323184363	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
246	10011	A16	6	20260826T181221Z-wp9-r069-p0246-s10011-a16-558efde6ade845af97d7041753b98786	E3	M4	C0	T0	P6	P6	true	false	true	false	false	G05	true	1.0	0	1	1.238738288	1	3.732564518	0	1	0.0	1.104449377	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
247	10011	A15	7	20260826T181623Z-wp9-r069-p0247-s10011-a15-f1ca1d89f0774aab81690a0128ff0f60	E3	M4	C0	T1	P5	P5	false	false	false	true	false	G06	true	1.0	0	1	0.915128434	1	3.03063331	0	1	0.0	0.7668922570000001	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
248	10011	A05	8	20260826T182020Z-wp9-r069-p0248-s10011-a05-4f999d12902f439285cb6443986e5ab8	E1	M4	C0	T0	P1	P1	false	true	false	false	false	G03	true	0.5	0	1	4.138439134	0	30.0	0	1	0.0	5.163203054	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
249	10011	A12	9	20260826T182509Z-wp9-r069-p0249-s10011-a12-6d71c72de8144406be47fa74136f5e0e	E3	M4	C0	T1	P2	P2	false	false	false	false	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.871404885999997	10	10	1.0	RECOVERY_FAILED
250	10011	A20	10	20260826T182900Z-wp9-r069-p0250-s10011-a20-3986fb3b76354f33ac09c7014a525f55	E2	M0	C0	T0	P1	P1	false	false	false	false	false	G08	false	1.0	0	1	1.8830269439999998	0	30.0	0	1	0.0	0.0	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
251	10011	A06	11	20260826T183349Z-wp9-r069-p0251-s10011-a06-dfe366c33824487581ff742b0c2df052	E1	M4	C0	T0	P7	P2	false	true	false	false	false	G03	true	0.5	0	1	4.791941139	0	30.0	0	1	0.0	5.7293960340000005	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
252	10011	A09	12	20260826T183855Z-wp9-r069-p0252-s10011-a09-120f789623bf4e03b44adf1ac6b4b653	E1	M2	C0	T1	P7	P4	false	false	false	false	true	G04	true	0.0	0	1	4.235899394	0	30.0	1	1	1.0	29.412975716	5	5	1.0	CONTAINED_NOT_RECOVERED
253	10011	A08	13	20260826T184344Z-wp9-r069-p0253-s10011-a08-fc003bc2b2e94d989539c742297b9388	E1	M2	C0	T1	P2	P2	false	false	false	false	true	G04	true	0.5	0	1	3.9095927390000003	0	30.0	0	1	0.0	4.976035874	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
254	10011	A13	14	20260826T184850Z-wp9-r069-p0254-s10011-a13-1b6dbfd971f941199a32eac3ad515e72	E3	M4	C0	T1	P7	P2	false	false	false	true	true	G06	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.758734931	10	10	1.0	RECOVERY_FAILED
255	10011	A07	15	20260826T185305Z-wp9-r069-p0255-s10011-a07-d6e0754de46d447f941fc17b0f5bcea8	E1	M2	C0	T0	P2	P2	false	false	false	false	true	G02	true	0.5	0	1	4.212576662	0	30.0	0	1	0.0	5.331825077	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
256	10011	A10	16	20260826T185814Z-wp9-r069-p0256-s10011-a10-7664a4f8d10f42ff86cbb7ef0052ce3e	E3	M4	C0	T0	P2	P2	false	false	false	false	true	G05	true	0.5	0	0	30.0	0	30.0	0	1	0.0	29.861104081999997	10	10	1.0	RECOVERY_FAILED
257	10011	A23	17	20260826T190214Z-wp9-r069-p0257-s10011-a23-9b057da6033a4eef9fe4f342800897c5	E4	M2	C0	T0	P4	P4	false	false	false	false	false	G09	true	0.5	0	0	30.0	0	30.0	1	1	1.0	0.0	2	3	0.6666666666666666	RECOVERY_FAILED
258	10011	A17	18	20260826T190714Z-wp9-r069-p0258-s10011-a17-491079487f4547d4b90fabcbb94d78b1	E3	M4	C1	T0	P6	P6	true	false	true	false	false	G07	true	1.0	0	1	11.199130757	1	13.216673603	0	1	0.0	11.059168707000001	10	10	1.0	TRUSTED_RECOVERY_CONFIRMED
259	10011	A02	19	20260826T191103Z-wp9-r069-p0259-s10011-a02-487cb7cb24cd45eb9cf80bc71415417c	E1	M0	C0	T0	P7	P1	false	true	false	false	false	G01	true	0.5	0	1	4.003331681000001	0	30.0	0	1	0.0	4.982744884	5	5	1.0	OPERATIONAL_BUT_UNVERIFIED
260	10011	A19	20	20260826T191607Z-wp9-r069-p0260-s10011-a19-8f4242f0e608439384e685040973bc1f	E2	M0	C0	T0	P0	P0	false	false	false	false	false	G08	true	0.5	0	0	30.0	0	30.0	0	1	0.0	27.111185444	5	5	1.0	RECOVERY_FAILED
