global_position	campaign_seed	cell_id	run_id	event_id	evidence_condition_id	requested_policy_id	effective_policy_id	selected_action	execution_commit	M01_unauthorized_effect_completed	M02_mission_objective_completion_ratio	M03_safety_invariant_violation_count	M06_legitimate_commands_rejected	M06_legitimate_commands_attempted	M06_legitimate_command_rejection_rate	mission_loss	terminal_state	trusted_recovery	recovery_failed	operational_unverified	contained_not_recovered	evidence_insufficient	decision_basis
457	10020	A08	20260828T052729Z-wp9-r069-p0457-s10020-a08-510259a779c740ed8b526b62419449a0	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
461	10020	A04	20260828T054838Z-wp9-r069-p0461-s10020-a04-af84e77bac174ee083192f595a05d30b	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
463	10020	A11	20260828T055818Z-wp9-r069-p0463-s10020-a11-d747236fc7164ccc9cee293519045299	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
466	10020	A10	20260828T061052Z-wp9-r069-p0466-s10020-a10-bec90fe9187d4288aff3f2afc6d74f9d	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
474	10020	A07	20260828T064516Z-wp9-r069-p0474-s10020-a07-312e3a452f3c44b5bfc1c8e8d4e1deec	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
477	10020	A13	20260828T070206Z-wp9-r069-p0477-s10020-a13-6318f443ccad4107836e4bc6942c3006	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
478	10020	A12	20260828T070633Z-wp9-r069-p0478-s10020-a12-ff75f7fab9cd4faf9c70452d35784164	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
479	10020	A09	20260828T071018Z-wp9-r069-p0479-s10020-a09-cf86937e94e64767858da26332e013f1	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
482	10021	A09	20260828T072521Z-wp9-r069-p0482-s10021-a09-b15fe32284ba4d0382603e7c52bc8596	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
484	10021	A04	20260828T073625Z-wp9-r069-p0484-s10021-a04-fd41c30b20e24f34b249677117a046e0	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
487	10021	A08	20260828T075138Z-wp9-r069-p0487-s10021-a08-67b1ce9a996f41d0b49e68392fc7f5f0	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
488	10021	A13	20260828T075656Z-wp9-r069-p0488-s10021-a13-1b01c5cc8aed4a4a955ff156e62feb20	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
491	10021	A11	20260828T081108Z-wp9-r069-p0491-s10021-a11-556964d566a14f7fbd977193fa3f0936	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
499	10021	A10	20260828T085020Z-wp9-r069-p0499-s10021-a10-0def228da52942f0a7ad0d6920c1aff7	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
501	10021	A07	20260828T085831Z-wp9-r069-p0501-s10021-a07-5a25c99c38384b26a74a0b3e9c601495	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
504	10021	A12	20260828T091317Z-wp9-r069-p0504-s10021-a12-2919f1a0a40c4f25a589f8e12867d4a9	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
507	10022	A12	20260828T092748Z-wp9-r069-p0507-s10022-a12-f3377e30db214b78867d80682c972148	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
509	10022	A11	20260828T093621Z-wp9-r069-p0509-s10022-a11-8642fdbc51fc477dae91e4c6d35fbcee	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
510	10022	A04	20260828T094054Z-wp9-r069-p0510-s10022-a04-bc15a9d0907a484eb4223ae91fa0f878	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
517	10022	A13	20260828T101517Z-wp9-r069-p0517-s10022-a13-04f3f96031b1443da9af842ac1513ca5	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
520	10022	A09	20260828T102932Z-wp9-r069-p0520-s10022-a09-719480852492427dafbd4d3a587cd5f8	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
521	10022	A08	20260828T103415Z-wp9-r069-p0521-s10022-a08-ffa0f2f339eb42d8a81be810c75bb7aa	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
526	10022	A10	20260828T105553Z-wp9-r069-p0526-s10022-a10-4173178b20454f338a6ad060f5462826	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
527	10022	A07	20260828T105939Z-wp9-r069-p0527-s10022-a07-1f583e81005645f78481533a79662895	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
531	10023	A07	20260828T111950Z-wp9-r069-p0531-s10023-a07-e8c9cc93a78c4f558003f1d449798094	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
532	10023	A08	20260828T112502Z-wp9-r069-p0532-s10023-a08-6d07ac733adb4273bd9ba7e277277855	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
540	10023	A09	20260828T120330Z-wp9-r069-p0540-s10023-a09-cc070c1548d846ac8263ce120726bf84	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
543	10023	A10	20260828T121746Z-wp9-r069-p0543-s10023-a10-3c5cf1cad9a04012946c40f32faf0f6a	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
544	10023	A12	20260828T122151Z-wp9-r069-p0544-s10023-a12-cf15235b576e4f51955bdd59b78b8887	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
546	10023	A11	20260828T122937Z-wp9-r069-p0546-s10023-a11-9e928d1575904d608349652a5c00a4da	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
549	10023	A04	20260828T124233Z-wp9-r069-p0549-s10023-a04-e8315625084d4032ba34e10e5bf7b604	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
551	10023	A13	20260828T131751Z-wp9-r069-p0551-s10023-a13-0ccc25fb637e44bbb100117cfabe9df7	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
553	10024	A13	20260828T132657Z-wp9-r069-p0553-s10024-a13-619fc8b509634c559175f719cf4653a1	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
555	10024	A07	20260828T133510Z-wp9-r069-p0555-s10024-a07-678a09082e7545f99ad720165fc589d4	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
556	10024	A08	20260828T134042Z-wp9-r069-p0556-s10024-a08-542a415f7b9e446d9b56b611e9d590a8	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
558	10024	A10	20260828T135149Z-wp9-r069-p0558-s10024-a10-cfdd833308ea4cd398e4f6d277bdc771	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
563	10024	A11	20260828T142129Z-wp9-r069-p0563-s10024-a11-57aca3ab7ddf4fb9a5a43e751cb7344d	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
567	10024	A12	20260828T144046Z-wp9-r069-p0567-s10024-a12-a982066b1f16428c9baf9511a87755cc	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
571	10024	A04	20260828T150215Z-wp9-r069-p0571-s10024-a04-2f2e3a8b61a94ad7a40a7c1950712fc2	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
573	10024	A09	20260828T151301Z-wp9-r069-p0573-s10024-a09-a81b570cd1c84a5da5fd04d94567f1ed	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
577	10025	A10	20260828T160007Z-wp9-r069-p0577-s10025-a10-404a1272ac614903aaf2a6b85bef6ed9	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
579	10025	A04	20260828T161123Z-wp9-r069-p0579-s10025-a04-07380e90a4e342128377e0f9488f2752	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
582	10025	A08	20260828T205228Z-wp9-r069-p0582-retry-s10025-a08-7b80078d23ef4da088fd29f2ef2407c5	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
583	10025	A07	20260828T205816Z-wp9-r069-p0583-s10025-a07-b5cba6615d404f7d939e1b176e2f24d5	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
584	10025	A12	20260828T210314Z-wp9-r069-p0584-s10025-a12-f20722890b6a4ab794f39cd3e309e23c	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
587	10025	A11	20260828T211757Z-wp9-r069-p0587-s10025-a11-e9837f2d463644b1aec7b5c8d9000a9f	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
596	10025	A09	20260828T221314Z-wp9-r069-p0596-s10025-a09-e8a16ddd603243f884b1e5cb5204a3d9	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
597	10025	A13	20260828T221820Z-wp9-r069-p0597-s10025-a13-fda7b949534f44239fee77636c58d99e	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
605	10026	A09	20260828T225811Z-wp9-r069-p0605-s10026-a09-ab90dc939db14a8b890355fab7dc6e08	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
610	10026	A12	20260828T232129Z-wp9-r069-p0610-s10026-a12-510c7233a3354374b8ab7c2de71629b0	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
613	10026	A07	20260828T233741Z-wp9-r069-p0613-s10026-a07-17855fa774b84d899ea33d515847c375	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
616	10026	A13	20260828T235538Z-wp9-r069-p0616-s10026-a13-27ee238642864f238c1af701c38ae8a6	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
617	10026	A04	20260829T000158Z-wp9-r069-p0617-s10026-a04-86e501e9a41a4ee4ba3fae21af43ff3e	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
618	10026	A11	20260829T002107Z-wp9-r069-p0618-s10026-a11-8c6644f057404e0895a138b893c1619a	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
619	10026	A10	20260829T002551Z-wp9-r069-p0619-s10026-a10-e9c8bbc889f348029b1b6a5d8e1af070	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
624	10026	A08	20260829T005603Z-wp9-r069-p0624-s10026-a08-6f158bdb3f99404ba397e8f84b8ff18b	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
626	10027	A13	20260829T010534Z-wp9-r069-p0626-s10027-a13-9f7490cf46174b8f9119bc3f8af28604	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
631	10027	A11	20260829T013846Z-wp9-r069-p0631-s10027-a11-0387f06f98be43ae8731b9a80972a3bc	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
637	10027	A07	20260829T021709Z-wp9-r069-p0637-s10027-a07-0ecee63dd2ca4449bdd8fbc5d0c79dbd	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
642	10027	A12	20260829T025041Z-wp9-r069-p0642-s10027-a12-d2198b60a45646058f236fdfd3588389	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
644	10027	A10	20260829T030102Z-wp9-r069-p0644-s10027-a10-607e6ff4b6fc40ac89e3e8d0b7cda47d	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
645	10027	A09	20260829T030556Z-wp9-r069-p0645-s10027-a09-1b62121cdc4a4d249740fa6712d66e6d	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
647	10027	A08	20260829T031823Z-wp9-r069-p0647-s10027-a08-48d20c5ab3eb4f4eb4c64d6a5cf2c6bf	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
648	10027	A04	20260829T032333Z-wp9-r069-p0648-s10027-a04-bfbc2d2c5eac4ada987136737cab3d91	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
651	10028	A10	20260829T042146Z-wp9-r069-p0651-s10028-a10-87e981aa441d484dac09aa6677276aa8	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
652	10028	A12	20260829T042601Z-wp9-r069-p0652-s10028-a12-25577552335e454897a21a3608ccc30a	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
653	10028	A08	20260829T043012Z-wp9-r069-p0653-s10028-a08-b452dfa147684ded8743fbf1c3ff55e9	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
654	10028	A07	20260829T043527Z-wp9-r069-p0654-s10028-a07-f5a409d24abd424b93e1dd6cecefa73f	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
662	10028	A11	20260829T063024Z-wp9-r069-p0662-s10028-a11-ba127fad2b9345528627863bb6d6f7ca	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
665	10028	A13	20260829T064927Z-wp9-r069-p0665-s10028-a13-0dfb56bd54ea456caa80fc84b0d1c2b0	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
666	10028	A09	20260829T065456Z-wp9-r069-p0666-s10028-a09-f6d5d0d115fc4f5fa12bed4afb85fd3c	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
667	10028	A04	20260829T070025Z-wp9-r069-p0667-s10028-a04-cd289a053f6b46f7b1614815c2c33c62	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
673	10029	A04	20260829T073032Z-wp9-r069-p0673-s10029-a04-8e8323261cf14cbfae256579edef7954	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
674	10029	A12	20260829T073554Z-wp9-r069-p0674-s10029-a12-080438e9e7014f0a8d458f4ec53eedd4	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
675	10029	A08	20260829T074010Z-wp9-r069-p0675-s10029-a08-1ba9746009684240a07d2464bb107391	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
686	10029	A11	20260829T083534Z-wp9-r069-p0686-s10029-a11-aa2a5a6ef60942b8b6f6fb954f7963a5	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
688	10029	A13	20260829T084412Z-wp9-r069-p0688-s10029-a13-0a4747534444472db8563a019d38dccf	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
691	10029	A09	20260829T085623Z-wp9-r069-p0691-s10029-a09-73788a4f4d044ed283ee2550a17e7196	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
694	10029	A07	20260829T091115Z-wp9-r069-p0694-s10029-a07-b57e4a85cd9d4bf18c36140b4f5b014b	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
696	10029	A10	20260829T092050Z-wp9-r069-p0696-s10029-a10-9886736abfbd4bc6ad9af83535441c16	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
