global_position	campaign_seed	cell_id	run_id	event_id	evidence_condition_id	requested_policy_id	effective_policy_id	selected_action	execution_commit	M01_unauthorized_effect_completed	M02_mission_objective_completion_ratio	M03_safety_invariant_violation_count	M06_legitimate_commands_rejected	M06_legitimate_commands_attempted	M06_legitimate_command_rejection_rate	mission_loss	terminal_state	trusted_recovery	recovery_failed	operational_unverified	contained_not_recovered	evidence_insufficient	decision_basis
218	10010	A09	20260826T155341Z-wp9-r069-p0218-s10010-a09-7aa52fc4cbe040f59ac0797575b389f1	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
221	10010	A13	20260826T160823Z-wp9-r069-p0221-s10010-a13-cc2a3fa051d14b2990e6df16cb7bac86	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
224	10010	A12	20260826T162219Z-wp9-r069-p0224-s10010-a12-fbc7cf4a45914fdc9b619112388a1a3b	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
225	10010	A08	20260826T162610Z-wp9-r069-p0225-s10010-a08-1a59676360bb4bdfacf1627e413c910e	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
227	10010	A11	20260826T163531Z-wp9-r069-p0227-s10010-a11-3a3a58e325be43179483121f6aa8ca1b	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
229	10010	A04	20260826T164303Z-wp9-r069-p0229-s10010-a04-ae4f97928b07497fa1f0cb835970b07c	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
230	10010	A07	20260826T164759Z-wp9-r069-p0230-s10010-a07-447f2065556a400ea3a78e359289f3eb	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
239	10010	A10	20260826T174005Z-wp9-r069-p0239-s10010-a10-d1333ef63a0f4d35a678408d855fc2f9	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
242	10011	A04	20260826T175417Z-wp9-r069-p0242-s10011-a04-e51d3660a21f483b84495b5315b31549	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
244	10011	A11	20260826T180318Z-wp9-r069-p0244-s10011-a11-944ab01c021f43b0bca738b716b91bc1	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
249	10011	A12	20260826T182509Z-wp9-r069-p0249-s10011-a12-6d71c72de8144406be47fa74136f5e0e	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
252	10011	A09	20260826T183855Z-wp9-r069-p0252-s10011-a09-120f789623bf4e03b44adf1ac6b4b653	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
253	10011	A08	20260826T184344Z-wp9-r069-p0253-s10011-a08-fc003bc2b2e94d989539c742297b9388	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
254	10011	A13	20260826T184850Z-wp9-r069-p0254-s10011-a13-1b6dbfd971f941199a32eac3ad515e72	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
255	10011	A07	20260826T185305Z-wp9-r069-p0255-s10011-a07-d6e0754de46d447f941fc17b0f5bcea8	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
256	10011	A10	20260826T185814Z-wp9-r069-p0256-s10011-a10-7664a4f8d10f42ff86cbb7ef0052ce3e	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
266	10012	A04	20260826T194931Z-wp9-r069-p0266-s10012-a04-8c9a35170004437c8b28f32fc817425d	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
267	10012	A13	20260826T195524Z-wp9-r069-p0267-s10012-a13-46802132b2744a809a69e8deabd28c89	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
268	10012	A07	20260826T200010Z-wp9-r069-p0268-s10012-a07-4c6a1441b7da4861a57b25adee85b1d3	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
274	10012	A12	20260826T203434Z-wp9-r069-p0274-s10012-a12-9b8692961422499fbc51f11d62d95b30	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
277	10012	A11	20260826T205025Z-wp9-r069-p0277-s10012-a11-09130a7c2e134b7f8c97227246aded37	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
280	10012	A09	20260826T210610Z-wp9-r069-p0280-s10012-a09-5a46373545bd46cf90f4c74f5fd81451	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
283	10012	A08	20260826T212354Z-wp9-r069-p0283-s10012-a08-2b36e55e0e834966b33a3e7b0ff2516b	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
286	10012	A10	20260826T213956Z-wp9-r069-p0286-s10012-a10-05edcdbb44844fc79a2bce299727da2e	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
294	10013	A08	20260826T225154Z-wp9-r069-p0294-s10013-a08-add8efd9ef584f49ae73104f4c693a47	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
295	10013	A10	20260826T225800Z-wp9-r069-p0295-s10013-a10-20e9eecd748d4fb8ae447fe5c62b36f3	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
296	10013	A13	20260826T230257Z-wp9-r069-p0296-s10013-a13-e80a17b5546e425e90bb3b0c70394801	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
298	10013	A04	20260826T231330Z-wp9-r069-p0298-s10013-a04-8b50571defa64825bf25c9e5783948bd	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
300	10013	A07	20260826T232530Z-wp9-r069-p0300-s10013-a07-0315c2332bfa47d38cb7c46e2e885595	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
302	10013	A09	20260826T233547Z-wp9-r069-p0302-s10013-a09-528118fc6711487299cb0871951df4c4	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
306	10013	A11	20260826T235825Z-wp9-r069-p0306-s10013-a11-5101be8073194ff98a9c8386453f40f3	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
309	10013	A12	20260827T001316Z-wp9-r069-p0309-s10013-a12-1c07f4326de04bb38cc064187a1238cd	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
316	10014	A11	20260827T004948Z-wp9-r069-p0316-s10014-a11-c6013d7b0f014ae99f1015b68861b3fa	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
320	10014	A09	20260827T011024Z-wp9-r069-p0320-s10014-a09-3ac5143e4cc645d7a690db5b9815f040	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
321	10014	A08	20260827T011608Z-wp9-r069-p0321-s10014-a08-6fb053caa85f487d90e5ae3ad5703c71	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
324	10014	A13	20260827T013235Z-wp9-r069-p0324-s10014-a13-75fccbf7ad934f7ca85635197b6c2108	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
331	10014	A12	20260827T021220Z-wp9-r069-p0331-s10014-a12-22a3f2987c064bd7876f3d3f6edeeb8a	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
332	10014	A07	20260827T021717Z-wp9-r069-p0332-s10014-a07-8ac6a4ce4f334cb8b8ad2a80415b3278	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
335	10014	A04	20260827T023221Z-wp9-r069-p0335-s10014-a04-44ceb10295854714a663c21e1c0dd901	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
336	10014	A10	20260827T023655Z-wp9-r069-p0336-s10014-a10-c73250394f5e41a4a51b5cbbbbdb57e2	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
338	10015	A08	20260827T030339Z-wp9-r069-p0338-s10015-a08-34225db63d4e4a1d822e721c8456a256	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
343	10015	A11	20260827T032608Z-wp9-r069-p0343-s10015-a11-ae63974fcf184d6ba465f7fd3ebcf34c	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
344	10015	A13	20260827T032946Z-wp9-r069-p0344-s10015-a13-351984ef8a59418c80f6edc134785330	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
349	10015	A09	20260827T035118Z-wp9-r069-p0349-s10015-a09-468da986f9054b2c96708f48557a0f53	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
352	10015	A12	20260827T040519Z-wp9-r069-p0352-s10015-a12-efcf5a119948477bb96db5620f81f32b	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
355	10015	A07	20260827T132402Z-wp9-r069-p0355-s10015-a07-da4e92090dd64585ab74b596ae3226b5	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
357	10015	A10	20260827T133347Z-wp9-r069-p0357-s10015-a10-6b2bb0fecd9d48d6b95b896ce6cb1c2c	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
360	10015	A04	20260827T134624Z-wp9-r069-p0360-s10015-a04-36e96c00bff54d76b8dd5dc4ba19599f	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
361	10016	A10	20260827T135123Z-wp9-r069-p0361-s10016-a10-a63627c350304ede93adfc44fce31e34	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
364	10016	A09	20260827T140459Z-wp9-r069-p0364-s10016-a09-2b815657d8be432aa717cbc4ed36f9bb	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
367	10016	A04	20260827T141926Z-wp9-r069-p0367-s10016-a04-b88f3a1f2e4f4a8881d71736ceade364	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
372	10016	A12	20260827T144239Z-wp9-r069-p0372-s10016-a12-fa68f9c1516f46cd93d2de283e28feb8	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
375	10016	A13	20260827T145632Z-wp9-r069-p0375-s10016-a13-d5ea63cff7f84ff8b624f952b4379554	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
376	10016	A07	20260827T150027Z-wp9-r069-p0376-s10016-a07-a4b071c1a8af4ab0a83b664b4764f57f	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
377	10016	A08	20260827T150936Z-wp9-r069-p0377-s10016-a08-e0e17c5ab27b4652b52845cad59b2bcd	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
384	10016	A11	20260827T153919Z-wp9-r069-p0384-s10016-a11-3edcb819f6b945fdb88dc098248d5409	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
387	10017	A10	20260827T155154Z-wp9-r069-p0387-s10017-a10-b4980869f95c416d8cad5d79d64068ca	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
393	10017	A13	20260827T161839Z-wp9-r069-p0393-s10017-a13-0354feb9a35f4370b6ad96efb7849544	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
394	10017	A04	20260827T162215Z-wp9-r069-p0394-s10017-a04-d88eb60453b6425194053d48f95c13df	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
395	10017	A11	20260827T162700Z-wp9-r069-p0395-s10017-a11-e92e6ac7907d4b56b41350549059e4ce	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
396	10017	A09	20260827T163043Z-wp9-r069-p0396-s10017-a09-4c2f5dbe9e06465fb2cdeb12540efb2b	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
402	10017	A12	20260827T170919Z-wp9-r069-p0402-s10017-a12-93d56ec0b20b4bab97fade11f1d48359	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
403	10017	A07	20260827T171305Z-wp9-r069-p0403-s10017-a07-f69b8b4f56eb458b89218c55cd50f097	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
405	10017	A08	20260827T175631Z-wp9-r069-p0405-s10017-a08-d67e5325145d464aadc349443e4a54b1	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
411	10018	A13	20260828T005632Z-wp9-r069-p0411-s10018-a13-70e53328fe984d1687dc309e02894dfc	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
420	10018	A08	20260828T013623Z-wp9-r069-p0420-s10018-a08-90ffbbcada72433c809638fa4d88c4da	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
423	10018	A10	20260828T015145Z-wp9-r069-p0423-s10018-a10-85990d3dc6a8498ea07df52a3d1f7c1f	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
424	10018	A04	20260828T015544Z-wp9-r069-p0424-s10018-a04-9fecde2180ec4421bcef200ffa754add	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
425	10018	A09	20260828T020050Z-wp9-r069-p0425-s10018-a09-931de2b6d426463ea1068e35d3cfa7da	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
429	10018	A12	20260828T022053Z-wp9-r069-p0429-s10018-a12-30ec6b47cb0e4ec293f0d6d7bc5aeb05	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
430	10018	A07	20260828T022510Z-wp9-r069-p0430-s10018-a07-da9f0c1efefb4c079bfc2fbd5f8871c7	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
431	10018	A11	20260828T023716Z-wp9-r069-p0431-s10018-a11-5984587ab34a4633b37c16099a3adda1	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
438	10019	A13	20260828T030937Z-wp9-r069-p0438-s10019-a13-5edcfdda88444b17ad4a59c46126830e	E3	T1	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	true	evidence_insufficient
440	10019	A07	20260828T031812Z-wp9-r069-p0440-s10019-a07-af0be645bae04efa9a8c8eff12fa5bbe	E1	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
446	10019	A12	20260828T034736Z-wp9-r069-p0446-s10019-a12-ded6642cb33d45669bbaaf5707a030a1	E3	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
449	10019	A10	20260828T040020Z-wp9-r069-p0449-s10019-a10-c021d7bcfa094d5887bde7717956ef54	E3	T0	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	RECOVERY_FAILED	false	true	false	false	false	fixed_policy
451	10019	A09	20260828T040845Z-wp9-r069-p0451-s10019-a09-dcc3233ca566493cad766b9227ea444e	E1	T1	P7	P4	ENTER_SAFE_MODE	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.0	0	1	1	1.0	false	CONTAINED_NOT_RECOVERED	false	false	false	true		
453	10019	A08	20260828T041813Z-wp9-r069-p0453-s10019-a08-09af9d06782e4262be3ba078612cd1c8	E1	T1	P2	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
454	10019	A11	20260828T042307Z-wp9-r069-p0454-s10019-a11-5443091085ef4feca716d60e7932a281	E3	T0	P7	P5	REQUEST_VERIFIED_ROLLBACK	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	1.0	0	0	1	0.0	false	TRUSTED_RECOVERY_CONFIRMED	true	false	false	false	false	event_state_contact
456	10019	A04	20260828T052156Z-wp9-r069-p0456-s10019-a04-5ec62abbee0745118b184f5723d7a2ed	E1	T0	P7	P2	RESTRICT_HIGH_RISK_COMMANDS	7ed85d5cbeca8f903b3468bc6ccc1c56e29c2446	true	0.5	0	0	1	0.0	false	OPERATIONAL_BUT_UNVERIFIED	false	false	true	false		
