observation_id,profile,policy,regime,disruption,phase_offset,deadline,trusted_recovery_success,recovery_completion_slot,contacts_consumed,cryptographic_bytes_transferred,transition_attempts,legacy_exposure_slots,control_unavailable_slots,dual_epoch_overlap_slots,rollback_invoked,stale_epoch_acceptance,terminal_state,proof_accepted_slot,commit_slot
S8-0499,PROFILE_512_44,P1_STAGED_CUTOVER,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,12,0,,1,7720,1,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,7,
S8-0500,PROFILE_512_44,P1_STAGED_CUTOVER,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,24,1,19,2,12560,2,19,0,0,0,0,TRUST_RESTORED,7,19
S8-0501,PROFILE_512_44,P1_STAGED_CUTOVER,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,48,1,19,2,12560,2,19,0,0,0,0,TRUST_RESTORED,7,19
S8-0502,PROFILE_512_44,P1_STAGED_CUTOVER,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,12,0,,1,7720,1,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,6,
S8-0503,PROFILE_512_44,P1_STAGED_CUTOVER,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,24,1,18,2,12560,2,18,0,0,0,0,TRUST_RESTORED,6,18
S8-0504,PROFILE_512_44,P1_STAGED_CUTOVER,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,48,1,18,2,12560,2,18,0,0,0,0,TRUST_RESTORED,6,18
S8-0505,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,0,12,1,1,2,12560,1,1,0,0,0,0,TRUST_RESTORED,0,1
S8-0506,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,0,24,1,1,2,12560,1,1,0,0,0,0,TRUST_RESTORED,0,1
S8-0507,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,0,48,1,1,2,12560,1,1,0,0,0,0,TRUST_RESTORED,0,1
S8-0508,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,1,12,0,,1,8192,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,0,
S8-0509,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,1,24,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,0,12
S8-0510,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,1,48,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,0,12
S8-0511,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,2,12,0,,1,8192,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,11,
S8-0512,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,2,24,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,11,12
S8-0513,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,2,48,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,11,12
S8-0514,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,3,12,1,11,2,12560,1,11,0,0,0,0,TRUST_RESTORED,10,11
S8-0515,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,3,24,1,11,2,12560,1,11,0,0,0,0,TRUST_RESTORED,10,11
S8-0516,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,3,48,1,11,2,12560,1,11,0,0,0,0,TRUST_RESTORED,10,11
S8-0517,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,4,12,1,10,2,12560,1,10,0,0,0,0,TRUST_RESTORED,9,10
S8-0518,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,4,24,1,10,2,12560,1,10,0,0,0,0,TRUST_RESTORED,9,10
S8-0519,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,4,48,1,10,2,12560,1,10,0,0,0,0,TRUST_RESTORED,9,10
S8-0520,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,5,12,1,9,2,12560,1,9,0,0,0,0,TRUST_RESTORED,8,9
S8-0521,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,5,24,1,9,2,12560,1,9,0,0,0,0,TRUST_RESTORED,8,9
S8-0522,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A0_NONE,5,48,1,9,2,12560,1,9,0,0,0,0,TRUST_RESTORED,8,9
S8-0523,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,12,1,1,2,14980,1,1,0,0,0,0,TRUST_RESTORED,1,1
S8-0524,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,24,1,1,2,14980,1,1,0,0,0,0,TRUST_RESTORED,1,1
S8-0525,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,48,1,1,2,14980,1,1,0,0,0,0,TRUST_RESTORED,1,1
S8-0526,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,12,0,,1,8192,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-0527,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,24,1,12,2,14980,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0528,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,48,1,12,2,14980,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0529,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,12,0,,1,8192,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-0530,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,24,1,12,2,14980,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0531,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,48,1,12,2,14980,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0532,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,12,1,11,2,14980,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-0533,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,24,1,11,2,14980,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-0534,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,48,1,11,2,14980,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-0535,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,12,1,10,2,14980,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-0536,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,24,1,10,2,14980,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-0537,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,48,1,10,2,14980,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-0538,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,12,1,9,2,14980,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-0539,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,24,1,9,2,14980,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-0540,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,48,1,9,2,14980,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-0541,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,12,1,1,2,12560,1,1,0,0,0,0,TRUST_RESTORED,1,1
S8-0542,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,24,1,1,2,12560,1,1,0,0,0,0,TRUST_RESTORED,1,1
S8-0543,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,48,1,1,2,12560,1,1,0,0,0,0,TRUST_RESTORED,1,1
S8-0544,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,12,0,,1,5300,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-0545,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,24,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0546,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,48,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0547,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,12,0,,1,5300,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-0548,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,24,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0549,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,48,1,12,2,12560,1,12,0,0,0,0,TRUST_RESTORED,12,12
S8-0550,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,12,1,11,2,12560,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-0551,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,24,1,11,2,12560,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-0552,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,48,1,11,2,12560,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-0553,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,12,1,10,2,12560,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-0554,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,24,1,10,2,12560,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-0555,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,48,1,10,2,12560,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-0556,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,12,1,9,2,12560,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-0557,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,24,1,9,2,12560,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-0558,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,48,1,9,2,12560,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-0559,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,12,1,1,2,12560,2,1,0,0,0,0,TRUST_RESTORED,0,1
S8-0560,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,24,1,1,2,12560,2,1,0,0,0,0,TRUST_RESTORED,0,1
S8-0561,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,48,1,1,2,12560,2,1,0,0,0,0,TRUST_RESTORED,0,1
S8-0562,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,12,0,,1,7720,1,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,0,
S8-0563,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,24,1,12,2,12560,2,12,0,0,0,0,TRUST_RESTORED,0,12
S8-0564,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,48,1,12,2,12560,2,12,0,0,0,0,TRUST_RESTORED,0,12
S8-0565,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,12,0,,1,7720,1,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,11,
S8-0566,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,24,1,12,2,12560,2,12,0,0,0,0,TRUST_RESTORED,11,12
S8-0567,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,48,1,12,2,12560,2,12,0,0,0,0,TRUST_RESTORED,11,12
S8-0568,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,12,1,11,2,12560,2,11,0,0,0,0,TRUST_RESTORED,10,11
S8-0569,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,24,1,11,2,12560,2,11,0,0,0,0,TRUST_RESTORED,10,11
S8-0570,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,48,1,11,2,12560,2,11,0,0,0,0,TRUST_RESTORED,10,11
S8-0571,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,12,1,10,2,12560,2,10,0,0,0,0,TRUST_RESTORED,9,10
S8-0572,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,24,1,10,2,12560,2,10,0,0,0,0,TRUST_RESTORED,9,10
S8-0573,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,48,1,10,2,12560,2,10,0,0,0,0,TRUST_RESTORED,9,10
S8-0574,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,12,1,9,2,12560,2,9,0,0,0,0,TRUST_RESTORED,8,9
S8-0575,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,24,1,9,2,12560,2,9,0,0,0,0,TRUST_RESTORED,8,9
S8-0576,PROFILE_512_44,P1_STAGED_CUTOVER,R4_CLUSTERED_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,48,1,9,2,12560,2,9,0,0,0,0,TRUST_RESTORED,8,9
S8-0577,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,0,12,1,8,4,12560,1,5,0,3,0,0,TRUST_RESTORED,2,5
S8-0578,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,0,24,1,8,4,12560,1,5,0,3,0,0,TRUST_RESTORED,2,5
S8-0579,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,0,48,1,8,4,12560,1,5,0,3,0,0,TRUST_RESTORED,2,5
S8-0580,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,1,12,1,10,4,12560,1,7,0,3,0,0,TRUST_RESTORED,4,7
S8-0581,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,1,24,1,10,4,12560,1,7,0,3,0,0,TRUST_RESTORED,4,7
S8-0582,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,1,48,1,10,4,12560,1,7,0,3,0,0,TRUST_RESTORED,4,7
S8-0583,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,2,12,1,9,4,12560,1,6,0,3,0,0,TRUST_RESTORED,3,6
S8-0584,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,2,24,1,9,4,12560,1,6,0,3,0,0,TRUST_RESTORED,3,6
S8-0585,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,2,48,1,9,4,12560,1,6,0,3,0,0,TRUST_RESTORED,3,6
S8-0586,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,3,12,1,11,4,12560,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0587,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,3,24,1,11,4,12560,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0588,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,3,48,1,11,4,12560,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0589,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,4,12,1,10,4,12560,1,7,0,3,0,0,TRUST_RESTORED,4,7
S8-0590,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,4,24,1,10,4,12560,1,7,0,3,0,0,TRUST_RESTORED,4,7
S8-0591,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,4,48,1,10,4,12560,1,7,0,3,0,0,TRUST_RESTORED,4,7
S8-0592,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,5,12,1,9,4,12560,1,6,0,3,0,0,TRUST_RESTORED,3,6
S8-0593,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,5,24,1,9,4,12560,1,6,0,3,0,0,TRUST_RESTORED,3,6
S8-0594,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A0_NONE,5,48,1,9,4,12560,1,6,0,3,0,0,TRUST_RESTORED,3,6
S8-0595,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,12,1,8,4,14980,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0596,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,24,1,8,4,14980,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0597,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,48,1,8,4,14980,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0598,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,12,1,10,4,14980,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0599,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,24,1,10,4,14980,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0600,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,48,1,10,4,14980,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0601,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,12,1,9,4,14980,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0602,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,24,1,9,4,14980,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0603,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,48,1,9,4,14980,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0604,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,12,1,11,4,14980,1,11,0,3,0,0,TRUST_RESTORED,8,11
S8-0605,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,24,1,11,4,14980,1,11,0,3,0,0,TRUST_RESTORED,8,11
S8-0606,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,48,1,11,4,14980,1,11,0,3,0,0,TRUST_RESTORED,8,11
S8-0607,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,12,1,10,4,14980,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0608,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,24,1,10,4,14980,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0609,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,48,1,10,4,14980,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0610,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,12,1,9,4,14980,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0611,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,24,1,9,4,14980,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0612,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,48,1,9,4,14980,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0613,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,12,1,8,4,12560,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0614,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,24,1,8,4,12560,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0615,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,48,1,8,4,12560,1,8,0,3,0,0,TRUST_RESTORED,5,8
S8-0616,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,12,1,10,4,12560,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0617,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,24,1,10,4,12560,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0618,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,48,1,10,4,12560,1,10,0,3,0,0,TRUST_RESTORED,7,10
S8-0619,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,12,1,9,4,12560,1,9,0,3,0,0,TRUST_RESTORED,6,9
S8-0620,PROFILE_512_44,P2_HYBRID_OVERLAP,R1_FREQUENT_SMALL,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,24,1,9,4,12560,1,9,0,3,0,0,TRUST_RESTORED,6,9
