observation_id,profile,policy,regime,disruption,phase_offset,deadline,trusted_recovery_success,recovery_completion_slot,contacts_consumed,cryptographic_bytes_transferred,transition_attempts,legacy_exposure_slots,control_unavailable_slots,dual_epoch_overlap_slots,rollback_invoked,stale_epoch_acceptance,terminal_state,proof_accepted_slot,commit_slot
S8-2110,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,12,0,,2,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,10,
S8-2111,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,24,1,16,3,20769,1,16,0,0,0,0,TRUST_RESTORED,10,16
S8-2112,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,48,1,16,3,20769,1,16,0,0,0,0,TRUST_RESTORED,10,16
S8-2113,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,12,0,,2,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,9,
S8-2114,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,24,1,15,3,20769,1,15,0,0,0,0,TRUST_RESTORED,9,15
S8-2115,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,48,1,15,3,20769,1,15,0,0,0,0,TRUST_RESTORED,9,15
S8-2116,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,12,0,,2,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,8,
S8-2117,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,24,1,14,3,20769,1,14,0,0,0,0,TRUST_RESTORED,8,14
S8-2118,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,48,1,14,3,20769,1,14,0,0,0,0,TRUST_RESTORED,8,14
S8-2119,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,12,0,,2,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,7,
S8-2120,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,24,1,13,3,20769,1,13,0,0,0,0,TRUST_RESTORED,7,13
S8-2121,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,48,1,13,3,20769,1,13,0,0,0,0,TRUST_RESTORED,7,13
S8-2122,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,12,0,,2,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,6,
S8-2123,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,24,1,12,3,20769,1,12,0,0,0,0,TRUST_RESTORED,6,12
S8-2124,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,48,1,12,3,20769,1,12,0,0,0,0,TRUST_RESTORED,6,12
S8-2125,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,12,1,11,3,17460,1,5,0,0,0,0,TRUST_RESTORED,5,5
S8-2126,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,24,1,11,3,17460,1,5,0,0,0,0,TRUST_RESTORED,5,5
S8-2127,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,48,1,11,3,17460,1,5,0,0,0,0,TRUST_RESTORED,5,5
S8-2128,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,10,
S8-2129,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,24,1,16,3,17460,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-2130,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,48,1,16,3,17460,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-2131,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,9,
S8-2132,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,24,1,15,3,17460,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-2133,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,48,1,15,3,17460,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-2134,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,8,
S8-2135,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,24,1,14,3,17460,1,8,0,0,0,0,TRUST_RESTORED,8,8
S8-2136,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,48,1,14,3,17460,1,8,0,0,0,0,TRUST_RESTORED,8,8
S8-2137,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,7,
S8-2138,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,24,1,13,3,17460,1,7,0,0,0,0,TRUST_RESTORED,7,7
S8-2139,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,48,1,13,3,17460,1,7,0,0,0,0,TRUST_RESTORED,7,7
S8-2140,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,6,
S8-2141,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,24,1,12,3,17460,1,6,0,0,0,0,TRUST_RESTORED,6,6
S8-2142,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,48,1,12,3,17460,1,6,0,0,0,0,TRUST_RESTORED,6,6
S8-2143,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,12,1,11,3,17460,2,11,0,0,0,0,TRUST_RESTORED,5,11
S8-2144,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,24,1,11,3,17460,2,11,0,0,0,0,TRUST_RESTORED,5,11
S8-2145,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,48,1,11,3,17460,2,11,0,0,0,0,TRUST_RESTORED,5,11
S8-2146,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,10,
S8-2147,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,24,1,16,3,17460,2,16,0,0,0,0,TRUST_RESTORED,10,16
S8-2148,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,48,1,16,3,17460,2,16,0,0,0,0,TRUST_RESTORED,10,16
S8-2149,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,9,
S8-2150,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,24,1,15,3,17460,2,15,0,0,0,0,TRUST_RESTORED,9,15
S8-2151,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,48,1,15,3,17460,2,15,0,0,0,0,TRUST_RESTORED,9,15
S8-2152,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,8,
S8-2153,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,24,1,14,3,17460,2,14,0,0,0,0,TRUST_RESTORED,8,14
S8-2154,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,3,48,1,14,3,17460,2,14,0,0,0,0,TRUST_RESTORED,8,14
S8-2155,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,7,
S8-2156,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,24,1,13,3,17460,2,13,0,0,0,0,TRUST_RESTORED,7,13
S8-2157,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,4,48,1,13,3,17460,2,13,0,0,0,0,TRUST_RESTORED,7,13
S8-2158,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,12,0,,2,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,6,
S8-2159,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,24,1,12,3,17460,2,12,0,0,0,0,TRUST_RESTORED,6,12
S8-2160,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R2_PERIODIC_MEDIUM,A3_STALE_EPOCH_REPLAY_AT_COMMIT,5,48,1,12,3,17460,2,12,0,0,0,0,TRUST_RESTORED,6,12
S8-2161,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,0,12,1,11,2,17460,1,0,0,0,0,0,TRUST_RESTORED,0,0
S8-2162,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,0,24,1,11,2,17460,1,0,0,0,0,0,TRUST_RESTORED,0,0
S8-2163,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,0,48,1,11,2,17460,1,0,0,0,0,0,TRUST_RESTORED,0,0
S8-2164,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,1,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,10,
S8-2165,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,1,24,1,22,2,17460,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-2166,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,1,48,1,22,2,17460,1,10,0,0,0,0,TRUST_RESTORED,10,10
S8-2167,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,2,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,9,
S8-2168,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,2,24,1,21,2,17460,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-2169,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,2,48,1,21,2,17460,1,9,0,0,0,0,TRUST_RESTORED,9,9
S8-2170,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,3,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,8,
S8-2171,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,3,24,1,20,2,17460,1,8,0,0,0,0,TRUST_RESTORED,8,8
S8-2172,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,3,48,1,20,2,17460,1,8,0,0,0,0,TRUST_RESTORED,8,8
S8-2173,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,4,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,7,
S8-2174,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,4,24,1,19,2,17460,1,7,0,0,0,0,TRUST_RESTORED,7,7
S8-2175,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,4,48,1,19,2,17460,1,7,0,0,0,0,TRUST_RESTORED,7,7
S8-2176,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,5,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,6,
S8-2177,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,5,24,1,18,2,17460,1,6,0,0,0,0,TRUST_RESTORED,6,6
S8-2178,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A0_NONE,5,48,1,18,2,17460,1,6,0,0,0,0,TRUST_RESTORED,6,6
S8-2179,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,12,1,11,2,20769,1,11,0,0,0,0,TRUST_RESTORED,0,11
S8-2180,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,24,1,11,2,20769,1,11,0,0,0,0,TRUST_RESTORED,0,11
S8-2181,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,0,48,1,11,2,20769,1,11,0,0,0,0,TRUST_RESTORED,0,11
S8-2182,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,12,0,,1,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,10,
S8-2183,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,24,1,22,2,20769,1,22,0,0,0,0,TRUST_RESTORED,10,22
S8-2184,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,1,48,1,22,2,20769,1,22,0,0,0,0,TRUST_RESTORED,10,22
S8-2185,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,12,0,,1,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,9,
S8-2186,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,24,1,21,2,20769,1,21,0,0,0,0,TRUST_RESTORED,9,21
S8-2187,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,2,48,1,21,2,20769,1,21,0,0,0,0,TRUST_RESTORED,9,21
S8-2188,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,12,0,,1,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,8,
S8-2189,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,24,1,20,2,20769,1,20,0,0,0,0,TRUST_RESTORED,8,20
S8-2190,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,3,48,1,20,2,20769,1,20,0,0,0,0,TRUST_RESTORED,8,20
S8-2191,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,12,0,,1,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,7,
S8-2192,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,24,1,19,2,20769,1,19,0,0,0,0,TRUST_RESTORED,7,19
S8-2193,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,4,48,1,19,2,20769,1,19,0,0,0,0,TRUST_RESTORED,7,19
S8-2194,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,12,0,,1,14151,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,6,
S8-2195,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,24,1,18,2,20769,1,18,0,0,0,0,TRUST_RESTORED,6,18
S8-2196,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A1_DROP_FIRST_LARGEST_OBJECT_FRAGMENT,5,48,1,18,2,20769,1,18,0,0,0,0,TRUST_RESTORED,6,18
S8-2197,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,12,1,11,2,17460,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-2198,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,24,1,11,2,17460,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-2199,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,0,48,1,11,2,17460,1,11,0,0,0,0,TRUST_RESTORED,11,11
S8-2200,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,12,0,,1,7533,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2201,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,24,1,22,2,17460,1,22,0,0,0,0,TRUST_RESTORED,22,22
S8-2202,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,1,48,1,22,2,17460,1,22,0,0,0,0,TRUST_RESTORED,22,22
S8-2203,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,12,0,,1,7533,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2204,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,24,1,21,2,17460,1,21,0,0,0,0,TRUST_RESTORED,21,21
S8-2205,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,2,48,1,21,2,17460,1,21,0,0,0,0,TRUST_RESTORED,21,21
S8-2206,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,12,0,,1,7533,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2207,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,24,1,20,2,17460,1,20,0,0,0,0,TRUST_RESTORED,20,20
S8-2208,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,3,48,1,20,2,17460,1,20,0,0,0,0,TRUST_RESTORED,20,20
S8-2209,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,12,0,,1,7533,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2210,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,24,1,19,2,17460,1,19,0,0,0,0,TRUST_RESTORED,19,19
S8-2211,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,4,48,1,19,2,17460,1,19,0,0,0,0,TRUST_RESTORED,19,19
S8-2212,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,12,0,,1,7533,0,12,0,0,0,0,INSUFFICIENT_MATERIAL_TRANSFER,,
S8-2213,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,24,1,18,2,17460,1,18,0,0,0,0,TRUST_RESTORED,18,18
S8-2214,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A2_DELAY_FIRST_TRANSITION_PROOF_ONE_CONTACT,5,48,1,18,2,17460,1,18,0,0,0,0,TRUST_RESTORED,18,18
S8-2215,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,12,1,11,2,17460,2,11,0,0,0,0,TRUST_RESTORED,0,11
S8-2216,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,24,1,11,2,17460,2,11,0,0,0,0,TRUST_RESTORED,0,11
S8-2217,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,0,48,1,11,2,17460,2,11,0,0,0,0,TRUST_RESTORED,0,11
S8-2218,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,10,
S8-2219,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,24,1,22,2,17460,2,22,0,0,0,0,TRUST_RESTORED,10,22
S8-2220,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,1,48,1,22,2,17460,2,22,0,0,0,0,TRUST_RESTORED,10,22
S8-2221,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,12,0,,1,10842,0,12,0,0,0,0,CONTACT_BUDGET_EXHAUSTED,9,
S8-2222,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,24,1,21,2,17460,2,21,0,0,0,0,TRUST_RESTORED,9,21
S8-2223,PROFILE_768_65,P3_CONTACT_AWARE_STAGED,R3_SPARSE_LARGE,A3_STALE_EPOCH_REPLAY_AT_COMMIT,2,48,1,21,2,17460,2,21,0,0,0,0,TRUST_RESTORED,9,21
